nama_pintu_air,lokasi,latitude,longitude,tinggi_normal,tinggi_siaga_3,tinggi_siaga_2,tanggal,tinggi_air,status_siaga
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 13:10,980,Siaga 3
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 13:10,4050,Siaga 1
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 13:10,8760,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 13:10,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 13:10,2710,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 13:10,2310,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 13:20,570,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 13:20,960,Siaga 3
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 13:20,4050,Siaga 1
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 13:20,8760,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 13:20,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 13:20,2700,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 13:20,2290,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 13:40,530,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 13:40,940,Siaga 3
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 13:40,3900,Siaga 1
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 13:40,8770,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 13:40,2960,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 13:40,2690,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 13:40,2280,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 14:00,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 14:00,3450,Siaga 1
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 14:10,550,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 14:10,900,Siaga 3
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 14:10,3690,Siaga 1
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 14:10,8780,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 14:10,2900,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 14:10,2680,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 14:10,2240,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 14:40,500,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 14:40,860,Siaga 3
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 14:40,3470,Siaga 2
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 14:40,8820,Siaga 2
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 14:40,6590,Siaga 1
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 14:40,2910,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 14:40,2670,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 14:40,2200,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 15:00,840,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 15:00,8800,Siaga 2
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 15:00,2100,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 15:00,2100,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 15:00,2100,Siaga 3
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 15:10,540,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 15:10,3260,Siaga 2
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 15:10,6540,Siaga 1
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 15:10,2910,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 15:10,2670,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 15:10,2200,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 15:10,6540,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 15:10,6540,Siaga 1
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 15:30,800,Siaga 3
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 15:40,420,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 15:40,3110,Siaga 2
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 15:40,8820,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 15:40,2920,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 15:40,2660,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 15:40,2170,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 16:00,6300,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 16:00,6300,Siaga 1
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 16:10,320,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 16:10,780,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 16:10,2880,Siaga 2
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 16:10,8870,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 16:10,2920,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 16:10,2660,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 16:10,2160,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 16:40,320,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 16:40,760,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 16:40,2700,Siaga 2
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 16:40,8880,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 16:40,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 16:40,2660,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 16:40,2160,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 17:00,3450,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 17:00,6300,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 17:00,3450,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 17:00,6300,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 17:00,3450,Siaga 1
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 17:10,300,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 17:10,740,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 17:10,2530,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 17:10,8920,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 17:10,2940,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 17:10,2660,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 17:10,2130,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 17:40,260,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 17:40,720,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 17:40,2430,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 17:40,8970,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 17:40,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 17:40,2650,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 17:40,2100,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 18:00,6400,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 18:00,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 18:00,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 18:00,3450,Siaga 1
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 18:10,130,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 18:10,710,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 18:10,2330,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 18:10,8920,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 18:10,2960,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 18:10,2640,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 18:10,2090,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 18:40,0,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 18:40,690,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 18:40,2240,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 18:40,9020,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 18:40,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 18:40,2640,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 18:40,2050,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 19:00,6400,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 19:00,6400,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 19:00,6400,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 19:00,3450,Siaga 1
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:10,-20,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 19:10,680,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 19:10,2170,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 19:10,9060,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 19:10,2960,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 19:10,2640,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 19:10,2030,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 19:40,670,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 19:40,2130,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 19:40,9080,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 19:40,2960,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 19:40,2630,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 19:40,2020,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
PA. Cibalok - Gadog,Ciliwung,-6653417,106869551,1390,1490,1990,1/1/2020 19:40,0,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 20:00,6400,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 20:00,6400,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 20:03,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 20:03,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 20:03,3450,Siaga 1
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 20:10,650,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 20:10,2080,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 20:10,9060,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 20:10,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 20:10,2620,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 20:10,2020,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 20:40,640,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 20:40,2040,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 20:40,9110,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 20:40,2950,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 20:40,2630,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 20:40,2020,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 21:00,6400,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 21:00,6400,Siaga 1
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 21:10,630,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 21:10,2000,Siaga 3
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 21:10,9070,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 21:10,2980,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 21:10,2650,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 21:10,2020,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 21:40,620,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 21:40,1960,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 21:40,9120,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 21:40,2990,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 21:40,2660,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 21:40,2000,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 22:00,3450,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 22:00,6400,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 22:00,3450,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 22:00,6400,Siaga 1
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 22:10,620,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 22:10,1930,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 22:10,9170,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 22:10,3090,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 22:10,2700,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 22:10,2080,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 22:40,610,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 22:40,1900,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 22:40,9190,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 22:40,3250,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 22:40,2800,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 22:40,2100,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 23:00,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 23:00,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 23:00,3450,Siaga 1
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/1/2020 23:00,3450,Siaga 1
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 23:10,600,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 23:10,1880,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 23:10,9450,Siaga 2
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 23:10,3260,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 23:10,2850,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 23:10,2060,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/1/2020 23:40,590,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/1/2020 23:40,1860,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/1/2020 23:40,9580,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/1/2020 23:40,7070,Siaga 1
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/1/2020 23:40,3330,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/1/2020 23:40,2860,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/1/2020 23:40,2030,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/2/2020 0:10,580,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/2/2020 0:10,1950,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/2/2020 0:10,9660,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/2/2020 0:10,7150,Siaga 1
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/2/2020 0:10,3350,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/2/2020 0:10,2870,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/2/2020 0:10,2030,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/2/2020 0:30,580,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/2/2020 0:40,1870,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/2/2020 0:40,9690,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/2/2020 0:40,7240,Siaga 1
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/2/2020 0:40,3360,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/2/2020 0:40,2860,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/2/2020 0:40,2050,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/2/2020 0:46,2400,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/2/2020 0:46,2400,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/2/2020 0:46,2400,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/2/2020 0:46,2400,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/2/2020 0:46,2400,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/2/2020 0:46,2400,Siaga 3
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/2/2020 0:46,2400,Siaga 3
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/2/2020 1:00,7270,Siaga 1
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/2/2020 1:10,570,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/2/2020 1:10,1830,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/2/2020 1:10,9660,Siaga 1
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/2/2020 1:10,3350,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/2/2020 1:10,2860,Siaga 1
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/2/2020 1:10,2000,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/2/2020 1:40,560,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/2/2020 1:40,1800,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/2/2020 1:40,9620,Siaga 1
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/2/2020 1:40,7250,Siaga 1
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/2/2020 1:40,3330,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/2/2020 1:40,2850,Siaga 1
